lonely,1.0,2228
friends,0.9993654822335025,3211
feel,0.998730964467005,3918
alone,0.9980964467005076,1805
one,0.9974619289340102,2378
even,0.9968274111675127,2169
people,0.9961928934010152,2730
make,0.9955583756345178,2021
years,0.9949238578680203,1694
feel like,0.9942893401015228,1680
like,0.9936548223350253,3598
loneliness,0.993020304568528,730
know,0.9923857868020305,2583
really,0.991751269035533,2041
family,0.9911167512690355,808
school,0.9904822335025381,743
life,0.9898477157360406,2041
never,0.9892131979695431,1727
time,0.9885786802030457,2223
feel lonely,0.9879441624365483,518
talk,0.9873096446700508,2587
try,0.9866751269035533,1648
always,0.9860406091370558,1310
want,0.9854060913705583,3029
social,0.9847715736040609,793
get,0.9841370558375635,2500
since,0.983502538071066,853
live,0.9828680203045685,1032
much,0.9822335025380711,1377
home,0.9815989847715736,569
make friends,0.9809644670050761,412
hang,0.9803299492385786,467
still,0.9796954314720813,1045
left,0.9790609137055838,558
everyone,0.9784263959390863,939
hard,0.9777918781725888,771
every,0.9771573604060914,855
care,0.9765228426395939,1035
close,0.9758883248730964,561
nobody,0.975253807106599,422
depression,0.9746192893401016,725
person,0.9739847715736041,1347
parents,0.9733502538071066,335
feel alone,0.9727157360406091,301
months,0.9720812182741116,646
anymore,0.9714467005076142,761
day,0.9708121827411168,1550
work,0.9701776649746193,1052
around,0.9695431472081218,782
wish,0.9689086294416244,794
last,0.9682741116751269,758
group,0.9676395939086294,450
felt,0.9670050761421319,662
see,0.9663705583756346,1142
back,0.9657360406091371,952
relationship,0.9651015228426396,889
new,0.9644670050761421,775
could,0.9638324873096447,1001
away,0.9631979695431472,713
connection,0.9625634517766497,454
ever,0.9619289340101523,1003
someone,0.9612944162436549,2328
going,0.9606598984771574,1283
moved,0.9600253807106599,525
made,0.9593908629441624,761
hate,0.958756345177665,737
end,0.9581218274111675,836
something,0.9574873096446701,1060
friends feel,0.9568527918781726,132
leave,0.9562182741116751,477
pandemic,0.9555837563451777,108
ago,0.9549492385786802,470
good,0.9543147208121827,1162
point,0.9536802030456852,661
things,0.9530456852791879,1541
actually,0.9524111675126904,637
anyone,0.9517766497461929,1840
high school,0.9511421319796954,237
started,0.950507614213198,1022
kids,0.9498730964467005,263
two,0.949238578680203,417
almost,0.9486040609137056,450
anxiety,0.9479695431472082,366
high,0.9473350253807107,336
way,0.9467005076142132,1072
miss,0.9460659898477157,471
interaction,0.9454314720812182,241
college,0.9447969543147208,357
lonelyi,0.9441624365482234,58
worse,0.9435279187817259,360
think,0.9428934010152284,1713
anything,0.942258883248731,1048
isolated,0.9416243654822335,275
job,0.940989847715736,403
nothing,0.9403553299492385,781
seems,0.9397208121827412,779
though,0.9390862944162437,540
many,0.9384517766497462,653
already,0.9378172588832487,332
due,0.9371827411167513,216
spend,0.9365482233502538,412
hurt,0.9359137055837563,573
friendship,0.9352791878172588,408
real,0.9346446700507615,480
wrong,0.934010152284264,474
realize,0.9333756345177665,427
week,0.932741116751269,545
used,0.9321065989847716,774
one friend,0.9314720812182741,159
recently,0.9308375634517766,388
also,0.9302030456852792,801
guess,0.9295685279187818,509
lot,0.9289340101522843,805
tired,0.9282994923857868,492
got,0.9276649746192893,939
lost,0.9270304568527918,564
pathetic,0.9263959390862944,133
gone,0.925761421319797,256
cry,0.9251269035532995,466
sometimes,0.924492385786802,585
mom,0.9238578680203046,201
want friends,0.9232233502538071,165
change,0.9225888324873096,448
die,0.9219543147208121,376
thought,0.9213197969543148,905
say,0.9206852791878173,1089
sit,0.9200507614213198,329
first,0.9194162436548223,665
one talk,0.9187817258883249,149
pain,0.9181472081218274,370
past,0.9175126903553299,420
room,0.9168781725888325,216
gotten,0.916243654822335,150
literally,0.9156091370558376,336
best friend,0.9149746192893401,312
sad,0.9143401015228426,703
keep,0.9137055837563451,787
single,0.9130710659898477,373
years ago,0.9124365482233503,190
come,0.9118020304568528,805
online,0.9111675126903553,378
even know,0.9105329949238579,178
fucking lonely,0.9098984771573604,43
fun,0.9092639593908629,374
surrounded,0.9086294416243654,108
reason,0.9079949238578681,491
many friends,0.9073604060913706,78
invited,0.9067258883248731,187
meet,0.9060913705583756,609
completely,0.9054568527918782,375
friends group,0.9048223350253807,134
went,0.9041878172588832,373
try make,0.9035532994923858,179
lonely feel,0.9029187817258884,101
talk people,0.9022842639593909,213
push,0.9016497461928934,192
outside,0.9010152284263959,254
best,0.9003807106598984,713
conversation,0.899746192893401,536
happy,0.8991116751269036,823
new friends,0.8984771573604061,174
class,0.8978426395939086,193
enough,0.8972081218274112,477
makes feel,0.8965736040609137,390
usually,0.8959390862944162,278
closest,0.8953045685279187,76
honestly,0.8946700507614214,307
either,0.8940355329949239,384
last year,0.8934010152284264,163
else,0.8927664974619289,837
scared,0.8921319796954315,255
read,0.891497461928934,545
turn,0.8908629441624365,392
truly,0.8902284263959391,225
would,0.8895939086294417,1478
even though,0.8889593908629442,267
try talk,0.8883248730964467,94
covid,0.8876903553299492,142
weird,0.8870558375634517,281
social life,0.8864213197969543,83
brother,0.8857868020304569,120
spend time,0.8851522842639594,167
barely,0.8845177664974619,182
whole,0.8838832487309645,347
call,0.883248730964467,514
three,0.8826142131979695,127
lost friends,0.881979695431472,58
never really,0.8813451776649747,125
everyone else,0.8807106598984772,119
came,0.8800761421319797,213
friends school,0.8794416243654822,46
alonei,0.8788071065989848,46
self,0.8781725888324873,293
real friends,0.8775380710659898,81
sick,0.8769035532994924,191
two years,0.876269035532995,83
without,0.8756345177664975,495
plans,0.875,246
yet,0.8743654822335025,354
except,0.873730964467005,160
